Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;99:Outros, ignorados;{ñ class};Total;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;99:Outros, ignorados;{ñ class};Total;04:Indústria Mecânica;10:Indústria Química;11:Indústria Têxtil;13:Alimentos e Bebidas;15:Construção Civil;16:Comércio Varejista;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;24:Administração Pública;Total;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;99:Outros, ignorados;{ñ class};Total
;{ñ class};5;107;108;71;7;15;74;46;113;51;26;1;619;223;2.192;2.774;369;113;2.819;1.372;1.135;201;263;101;294;12;3;13.114;0;10;16;12;2;0;23;30;96;12;173;1;386;48;175;2.301;196;150;2.609;259;2.142;921;662;167;68;1;0;10.460;0;0;0;0;0;0;0;0;0;0;0;0;5;117;124;83;9;15;97;76;209;63;199;2;1.005;271;2.367;5.075;565;263;5.428;1.631;3.277;1.122;925;268;362;13;3;23.574
510340:Cuiabá - MT;Total;591;1.233;1.417;408;773;150;547;477;836;1.143;237;0;2.512;3.813;13.076;22.104;6.240;1.629;24.054;11.849;11.032;2.925;10.189;35.677;2.585;56;13;155.566;128;204;230;57;148;17;132;275;299;361;487;0;1.811;735;2.260;19.713;3.323;2.490;16.516;3.275;14.885;10.868;21.061;30.759;1.018;2;0;131.054;0;0;0;0;0;0;0;0;0;0;0;0;719;1.437;1.647;465;921;167;679;752;1.135;1.504;724;0;4.323;4.548;15.336;41.817;9.563;4.119;40.570;15.124;25.917;13.793;31.250;66.436;3.603;58;13;286.620
;00:Até 0,50;3;3;13;3;0;0;7;1;10;14;1;0;32;9;80;325;39;8;182;109;122;35;34;3;7;0;0;1.040;2;13;3;2;0;0;3;2;15;6;2;0;37;15;64;304;53;22;176;73;224;82;48;4;10;0;0;1.160;0;0;0;0;0;0;0;0;0;0;0;0;5;16;16;5;0;0;10;3;25;20;3;0;69;24;144;629;92;30;358;182;346;117;82;7;17;0;0;2.200
;01:0,51 a 1,00;3;30;60;25;45;3;36;20;38;22;18;0;82;52;494;1.387;256;27;1.022;347;838;96;187;238;69;1;0;5.396;3;20;9;2;4;0;7;30;22;15;29;0;131;35;162;1.883;200;62;1.279;211;1.388;398;372;223;43;0;0;6.528;0;0;0;0;0;0;0;0;0;0;0;0;6;50;69;27;49;3;43;50;60;37;47;0;213;87;656;3.270;456;89;2.301;558;2.226;494;559;461;112;1;0;11.924
;02:1,01 a 1,50;31;275;391;73;255;39;207;152;221;258;107;0;636;386;3.024;7.448;1.581;141;6.466;2.003;3.613;572;757;1.006;258;5;2;29.907;7;57;87;24;47;11;45;123;99;144;275;0;914;179;937;8.280;1.272;392;6.680;1.172;6.562;2.815;2.274;1.443;138;0;0;33.977;0;0;0;0;0;0;0;0;0;0;0;0;38;332;478;97;302;50;252;275;320;402;382;0;1.550;565;3.961;15.728;2.853;533;13.146;3.175;10.175;3.387;3.031;2.449;396;5;2;63.884
;03:1,51 a 2,00;53;301;261;75;201;35;113;116;219;167;42;0;627;542;2.980;4.527;1.130;116;7.760;2.926;1.756;643;837;718;278;4;3;26.430;17;28;31;10;60;4;37;42;54;47;72;0;263;142;378;2.933;526;261;3.303;711;2.042;2.601;1.635;2.258;96;0;0;17.551;0;0;0;0;0;0;0;0;0;0;0;0;70;329;292;85;261;39;150;158;273;214;114;0;890;684;3.358;7.460;1.656;377;11.063;3.637;3.798;3.244;2.472;2.976;374;4;3;43.981
;04:2,01 a 3,00;110;296;283;91;163;32;96;90;143;262;33;0;558;1.155;2.479;3.099;1.147;167;3.322;3.260;1.457;448;740;2.072;322;2;1;21.828;19;41;24;10;20;1;22;30;45;53;44;0;175;151;236;2.117;478;347;1.886;507;1.235;1.474;1.994;4.739;186;0;0;15.834;0;0;0;0;0;0;0;0;0;0;0;0;129;337;307;101;183;33;118;120;188;315;77;0;733;1.306;2.715;5.216;1.625;514;5.208;3.767;2.692;1.922;2.734;6.811;508;2;1;37.662
;05:3,01 a 4,00;117;88;60;37;48;7;21;16;69;158;2;0;186;776;717;1.269;573;141;1.017;1.112;516;196;1.047;1.843;564;6;1;10.587;16;10;8;3;5;1;5;10;15;31;10;0;68;52;81;878;252;258;615;145;529;668;3.148;4.400;145;0;0;11.353;0;0;0;0;0;0;0;0;0;0;0;0;133;98;68;40;53;8;26;26;84;189;12;0;254;828;798;2.147;825;399;1.632;1.257;1.045;864;4.195;6.243;709;6;1;21.940
;06:4,01 a 5,00;66;29;23;21;23;4;7;8;36;85;5;0;82;276;299;585;355;123;437;470;303;79;1.367;1.452;232;5;0;6.372;5;5;6;0;5;0;2;1;6;12;6;0;24;40;44;416;127;208;291;64;298;222;2.465;2.355;80;0;0;6.682;0;0;0;0;0;0;0;0;0;0;0;0;71;34;29;21;28;4;9;9;42;97;11;0;106;316;343;1.001;482;331;728;534;601;301;3.832;3.807;312;5;0;13.054
;07:5,01 a 7,00;57;38;29;18;16;2;9;2;24;51;5;0;65;186;258;495;287;197;461;231;301;61;3.028;6.845;120;4;0;12.790;29;6;8;2;3;0;1;1;11;12;7;0;14;35;40;345;120;218;215;59;334;156;6.084;4.454;74;1;0;12.229;0;0;0;0;0;0;0;0;0;0;0;0;86;44;37;20;19;2;10;3;35;63;12;0;79;221;298;840;407;415;676;290;635;217;9.112;11.299;194;5;0;25.019
;08:7,01 a 10,00;32;26;10;8;5;0;3;0;2;20;0;0;38;109;189;297;184;203;305;81;128;30;1.172;10.603;185;9;0;13.639;14;6;0;0;0;0;1;0;3;10;1;0;10;31;34;217;55;213;139;28;158;77;1.770;4.147;77;0;0;6.991;0;0;0;0;0;0;0;0;0;0;0;0;46;32;10;8;5;0;4;0;5;30;1;0;48;140;223;514;239;416;444;109;286;107;2.942;14.750;262;9;0;20.630
;09:10,01 a 15,00;13;5;3;5;0;1;6;0;2;17;1;0;19;89;139;187;170;144;202;50;89;14;520;5.891;141;1;0;7.709;4;1;1;0;0;0;1;0;3;4;0;0;4;16;19;176;35;124;55;14;117;29;582;3.835;80;0;0;5.100;0;0;0;0;0;0;0;0;0;0;0;0;17;6;4;5;0;1;7;0;5;21;1;0;23;105;158;363;205;268;257;64;206;43;1.102;9.726;221;1;0;12.809
;10:15,01 a 20,00;2;4;2;2;0;0;5;0;0;4;0;0;5;30;73;94;51;68;84;17;32;4;232;2.198;71;5;0;2.983;0;0;0;0;0;0;0;0;0;2;0;0;1;9;10;118;14;59;23;6;30;8;200;1.615;21;0;0;2.116;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;2;0;0;5;0;0;6;0;0;6;39;83;212;65;127;107;23;62;12;432;3.813;92;5;0;5.099
;11:Mais de 20,00;1;8;10;4;1;6;1;0;1;8;0;0;1;50;148;190;127;211;154;37;56;12;46;2.752;127;0;0;3.951;0;0;0;0;0;0;0;0;1;1;0;0;7;7;17;210;29;205;46;11;37;21;31;1.196;30;1;0;1.850;0;0;0;0;0;0;0;0;0;0;0;0;1;8;10;4;1;6;1;0;2;9;0;0;8;57;165;400;156;416;200;48;93;33;77;3.948;157;1;0;5.801
;{ñ class};103;130;272;46;16;21;36;72;71;77;23;0;181;153;2.196;2.201;340;83;2.642;1.206;1.821;735;222;56;211;14;6;12.934;12;17;53;4;4;0;8;36;25;24;41;0;163;23;238;1.836;162;121;1.808;274;1.931;2.317;458;90;38;0;0;9.683;0;0;0;0;0;0;0;0;0;0;0;0;115;147;325;50;20;21;44;108;96;101;64;0;344;176;2.434;4.037;502;204;4.450;1.480;3.752;3.052;680;146;249;14;6;22.617
520870:Goiânia - GO;Total;53;1.326;2.958;1.733;1.047;1.320;2.160;1.667;1.616;4.397;3.622;340;7.687;12.420;26.658;52.899;15.427;4.635;56.057;21.942;32.113;11.579;22.918;46.221;2.100;143;14;335.052;36;231;625;302;227;234;375;965;719;2.695;5.969;178;5.794;3.426;3.637;41.094;10.270;6.011;41.702;5.098;39.130;35.950;52.982;49.819;478;10;0;307.957;0;0;0;0;0;0;0;0;0;0;0;0;89;1.557;3.583;2.035;1.274;1.554;2.535;2.632;2.335;7.092;9.591;518;13.481;15.846;30.295;93.993;25.697;10.646;97.759;27.040;71.243;47.529;75.900;96.040;2.578;153;14;643.009
;00:Até 0,50;0;8;10;4;1;2;10;10;12;16;15;1;55;18;195;371;118;11;492;191;4.994;26;371;19;8;0;0;6.958;0;2;3;4;2;3;1;4;3;19;30;0;57;3;56;390;93;11;532;119;5.436;92;348;35;5;0;0;7.248;0;0;0;0;0;0;0;0;0;0;0;0;0;10;13;8;3;5;11;14;15;35;45;1;112;21;251;761;211;22;1.024;310;10.430;118;719;54;13;0;0;14.206
;01:0,51 a 1,00;1;62;121;48;43;29;155;127;87;81;216;23;402;62;1.433;3.443;756;118;3.217;960;2.548;200;932;1.005;162;1;1;16.233;1;24;35;26;21;14;39;115;48;94;407;37;536;10;379;3.295;553;150;4.267;412;3.998;773;1.132;2.207;44;0;0;18.617;0;0;0;0;0;0;0;0;0;0;0;0;2;86;156;74;64;43;194;242;135;175;623;60;938;72;1.812;6.738;1.309;268;7.484;1.372;6.546;973;2.064;3.212;206;1;1;34.850
;02:1,01 a 1,50;6;434;994;403;216;378;737;517;573;1.158;1.941;170;2.416;545;5.767;21.748;5.102;372;15.616;6.956;9.644;1.805;3.968;3.954;582;12;6;86.020;13;96;277;108;81;97;173;433;360;1.111;3.483;85;2.811;230;1.310;19.188;3.895;687;17.926;1.881;15.825;7.908;11.007;8.577;140;1;0;97.703;0;0;0;0;0;0;0;0;0;0;0;0;19;530;1.271;511;297;475;910;950;933;2.269;5.424;255;5.227;775;7.077;40.936;8.997;1.059;33.542;8.837;25.469;9.713;14.975;12.531;722;13;6;183.723
;03:1,51 a 2,00;13;321;710;359;188;277;580;350;375;898;579;63;1.707;1.617;5.229;9.656;3.113;341;13.462;4.263;4.493;2.293;2.914;1.952;391;14;4;56.162;5;51;119;63;37;40;71;95;128;368;823;11;958;678;543;6.442;1.751;736;6.485;782;4.512;8.719;6.986;5.633;68;0;0;46.104;0;0;0;0;0;0;0;0;0;0;0;0;18;372;829;422;225;317;651;445;503;1.266;1.402;74;2.665;2.295;5.772;16.098;4.864;1.077;19.947;5.045;9.005;11.012;9.900;7.585;459;14;4;102.266
;04:2,01 a 3,00;17;255;582;411;222;315;335;283;290;870;299;23;1.379;2.078;5.892;6.735;2.103;527;11.028;4.206;3.591;2.085;3.082;3.470;280;11;1;50.370;7;25;88;48;38;31;43;86;79;321;388;7;474;469;464;4.349;1.140;800;5.480;652;2.794;6.626;7.359;6.084;50;0;0;37.902;0;0;0;0;0;0;0;0;0;0;0;0;24;280;670;459;260;346;378;369;369;1.191;687;30;1.853;2.547;6.356;11.084;3.243;1.327;16.508;4.858;6.385;8.711;10.441;9.554;330;11;1;88.272
;05:3,01 a 4,00;4;70;202;176;130;115;49;107;96;370;64;3;477;994;1.880;2.468;853;452;3.333;1.432;1.341;1.446;3.817;2.913;88;3;0;22.883;3;8;37;18;19;16;8;30;7;202;111;5;154;340;180;1.583;621;698;1.942;220;1.201;3.847;8.280;3.349;37;1;0;22.917;0;0;0;0;0;0;0;0;0;0;0;0;7;78;239;194;149;131;57;137;103;572;175;8;631;1.334;2.060;4.051;1.474;1.150;5.275;1.652;2.542;5.293;12.097;6.262;125;4;0;45.800
;06:4,01 a 5,00;4;12;49;69;67;38;24;30;28;194;20;0;235;1.009;796;1.313;434;312;1.479;516;690;1.008;2.320;3.457;21;9;1;14.135;6;10;13;9;5;8;4;12;11;113;33;0;63;217;98;847;316;437;819;105;561;2.171;6.559;4.689;19;0;0;17.125;0;0;0;0;0;0;0;0;0;0;0;0;10;22;62;78;72;46;28;42;39;307;53;0;298;1.226;894;2.160;750;749;2.298;621;1.251;3.179;8.879;8.146;40;9;1;31.260
;07:5,01 a 7,00;2;22;34;40;93;40;27;27;18;164;16;0;170;1.885;650;1.098;595;444;1.437;347;546;831;2.292;11.012;31;14;0;21.835;1;4;11;5;8;1;0;18;13;111;20;0;48;263;112;688;432;552;678;122;460;1.982;6.795;6.929;19;0;0;19.272;0;0;0;0;0;0;0;0;0;0;0;0;3;26;45;45;101;41;27;45;31;275;36;0;218;2.148;762;1.786;1.027;996;2.115;469;1.006;2.813;9.087;17.941;50;14;0;41.107
;08:7,01 a 10,00;5;6;18;18;33;19;8;16;8;123;2;2;74;1.260;400;610;574;476;875;242;318;950;1.029;9.270;17;11;0;16.364;0;3;7;0;5;1;0;6;2;74;8;0;17;191;95;348;456;450;377;61;255;1.456;2.042;5.986;7;0;0;11.847;0;0;0;0;0;0;0;0;0;0;0;0;5;9;25;18;38;20;8;22;10;197;10;2;91;1.451;495;958;1.030;926;1.252;303;573;2.406;3.071;15.256;24;11;0;28.211
;09:10,01 a 15,00;0;2;14;6;17;8;11;8;3;119;4;0;35;737;265;425;345;375;483;131;210;362;832;4.254;15;6;0;8.667;0;0;3;0;0;1;0;3;2;28;3;0;20;215;33;274;200;309;202;43;156;498;870;3.395;3;0;0;6.258;0;0;0;0;0;0;0;0;0;0;0;0;0;2;17;6;17;9;11;11;5;147;7;0;55;952;298;699;545;684;685;174;366;860;1.702;7.649;18;6;0;14.925
;10:15,01 a 20,00;0;1;5;5;1;0;2;3;0;29;4;0;12;274;123;213;164;203;203;42;103;119;417;2.119;6;4;0;4.052;0;0;1;0;0;0;0;2;0;17;6;0;13;100;9;140;77;151;70;30;52;121;332;1.533;4;0;0;2.658;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;5;1;0;2;5;0;46;10;0;25;374;132;353;241;354;273;72;155;240;749;3.652;10;4;0;6.710
;11:Mais de 20,00;1;4;2;3;1;0;5;6;2;50;1;0;26;174;207;326;181;579;318;140;178;141;91;2.746;4;2;0;5.188;0;0;0;0;0;0;0;0;0;15;5;0;15;54;27;258;67;597;117;55;44;432;69;1.356;0;0;0;3.111;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;3;1;0;5;6;2;65;6;0;41;228;234;584;248;1.176;435;195;222;573;160;4.102;4;2;0;8.299
;{ñ class};0;129;217;191;35;99;217;183;124;325;461;55;699;1.767;3.821;4.493;1.089;425;4.114;2.516;3.457;313;853;50;495;56;1;26.185;0;8;31;21;11;22;36;161;66;222;652;33;628;656;331;3.292;669;433;2.807;616;3.836;1.325;1.203;46;82;8;0;17.195;0;0;0;0;0;0;0;0;0;0;0;0;0;137;248;212;46;121;253;344;190;547;1.113;88;1.327;2.423;4.152;7.785;1.758;858;6.921;3.132;7.293;1.638;2.056;96;577;64;1;43.380
530010:Brasília - DF;Total;250;2.577;2.928;1.471;435;213;2.119;1.929;2.904;2.081;450;6;12.362;4.204;49.008;83.629;21.732;28.192;133.145;42.471;64.748;29.736;20.510;191.891;6.037;105;4;705.137;80;392;422;777;150;48;427;993;1.403;1.395;1.079;5;9.348;1.463;11.119;70.971;10.006;24.485;88.755;15.115;65.314;80.950;35.186;123.593;1.430;9;0;544.915;0;0;0;0;0;0;0;0;1;0;0;1;330;2.969;3.350;2.248;585;261;2.546;2.922;4.307;3.476;1.529;11;21.710;5.667;60.127;154.600;31.738;52.677;221.900;57.586;130.063;110.686;55.696;315.484;7.467;114;4;1.250.053
;00:Até 0,50;1;8;5;9;5;0;4;11;39;19;0;0;139;25;379;1.118;294;70;1.005;496;1.948;226;415;517;22;0;0;6.755;0;3;1;3;1;0;6;8;11;34;4;0;131;11;147;1.046;177;91;967;356;2.012;478;459;349;11;0;0;6.306;0;0;0;0;0;0;0;0;0;0;0;0;1;11;6;12;6;0;10;19;50;53;4;0;270;36;526;2.164;471;161;1.972;852;3.960;704;874;866;33;0;0;13.061
;01:0,51 a 1,00;8;87;110;81;18;18;77;157;47;44;36;1;827;201;2.478;5.154;1.434;96;4.181;1.582;4.274;621;1.097;4.537;513;0;0;27.679;2;20;32;41;4;5;24;56;39;41;94;0;838;62;711;5.263;931;208;3.995;1.104;5.266;1.967;1.849;1.188;142;0;0;23.882;0;0;0;0;0;0;0;0;0;0;0;0;10;107;142;122;22;23;101;213;86;85;130;1;1.665;263;3.189;10.417;2.365;304;8.176;2.686;9.540;2.588;2.946;5.725;655;0;0;51.561
;02:1,01 a 1,50;79;593;857;408;139;92;785;579;846;615;231;1;5.269;743;12.297;36.025;8.361;477;32.093;7.501;24.172;4.445;3.292;6.071;2.513;4;0;148.488;34;120;164;151;61;23;205;369;839;516;644;1;5.047;388;4.370;34.126;4.268;1.111;34.308;2.968;28.626;16.536;9.372;2.720;667;2;0;147.636;0;0;0;0;0;0;0;0;0;0;0;0;113;713;1.021;559;200;115;990;948;1.685;1.131;875;2;10.316;1.131;16.667;70.151;12.629;1.588;66.401;10.469;52.798;20.981;12.664;8.791;3.180;6;0;296.124
;03:1,51 a 2,00;28;493;698;287;101;33;570;352;670;411;58;0;2.279;428;10.986;14.732;3.998;415;21.025;7.336;9.848;3.035;2.257;4.638;1.080;6;1;85.765;20;48;74;144;35;8;63;131;124;185;101;0;936;66;1.668;10.015;1.335;751;12.756;2.428;6.850;9.880;4.008;3.103;209;0;0;54.938;0;0;0;0;0;0;0;0;0;0;0;0;48;541;772;431;136;41;633;483;794;596;159;0;3.215;494;12.654;24.747;5.333;1.166;33.781;9.764;16.698;12.915;6.265;7.741;1.289;6;1;140.703
;04:2,01 a 3,00;65;500;537;387;64;20;287;283;536;356;44;0;1.263;341;8.604;8.397;2.405;770;29.566;6.687;5.831;4.219;2.889;7.362;751;14;0;82.178;6;54;51;295;17;4;36;129;82;146;64;0;399;82;1.653;6.208;911;1.223;12.354;1.927;4.701;10.153;4.646;6.864;123;2;0;52.130;0;0;0;0;0;0;0;0;0;0;0;0;71;554;588;682;81;24;323;412;618;502;108;0;1.662;423;10.257;14.605;3.316;1.993;41.920;8.614;10.532;14.372;7.535;14.226;874;16;0;134.308
;05:3,01 a 4,00;26;207;158;80;20;4;64;100;212;129;8;0;409;109;2.682;2.883;1.074;1.033;10.176;5.619;2.431;3.114;1.669;8.303;232;3;0;40.745;4;22;23;46;7;2;16;65;51;94;18;0;190;45;815;1.882;468;1.212;4.614;780;2.231;7.922;3.034;8.820;40;1;0;32.402;0;0;0;0;0;0;0;0;0;0;0;0;30;229;181;126;27;6;80;165;263;223;26;0;599;154;3.497;4.765;1.542;2.245;14.790;6.399;4.662;11.036;4.703;17.123;272;4;0;73.147
;06:4,01 a 5,00;12;124;66;34;12;1;17;66;156;75;10;0;269;62;1.052;1.456;529;1.626;4.157;2.388;1.272;2.467;1.292;13.166;73;8;2;30.392;2;22;15;44;2;0;7;48;25;73;13;0;66;41;371;938;298;1.659;2.466;558;1.382;8.516;1.811;12.433;30;1;0;30.821;0;0;0;0;0;0;0;0;0;0;0;0;14;146;81;78;14;1;24;114;181;148;23;0;335;103;1.423;2.394;827;3.285;6.623;2.946;2.654;10.983;3.103;25.599;103;9;2;61.213
;07:5,01 a 7,00;5;124;66;16;14;1;7;62;112;90;8;0;178;273;1.367;1.345;609;1.899;5.178;1.575;1.949;2.413;1.638;29.725;56;13;0;48.723;3;22;17;34;4;0;8;36;46;106;7;0;71;112;265;1.095;306;2.210;2.499;872;2.136;6.634;2.206;22.002;27;0;0;40.718;0;0;0;0;0;0;0;0;0;0;0;0;8;146;83;50;18;1;15;98;158;196;15;0;249;385;1.632;2.440;915;4.109;7.677;2.447;4.085;9.047;3.844;51.727;83;13;0;89.441
;08:7,01 a 10,00;6;87;32;1;11;4;6;46;47;95;2;0;94;434;1.250;782;539;3.192;4.642;1.435;2.125;2.795;1.468;40.166;36;9;1;59.305;1;21;6;0;2;1;2;23;14;81;1;0;34;158;226;635;279;3.169;1.871;917;2.226;8.036;1.881;27.593;18;0;0;47.195;0;0;0;0;0;0;0;0;0;0;0;0;7;108;38;1;13;5;8;69;61;176;3;0;128;592;1.476;1.417;818;6.361;6.513;2.352;4.351;10.831;3.349;67.759;54;9;1;106.500
;09:10,01 a 15,00;2;50;28;0;5;4;0;27;14;56;2;0;60;525;817;650;354;6.111;3.053;1.402;1.416;3.887;1.407;37.443;21;16;0;57.350;1;10;4;0;1;0;3;18;9;36;0;0;47;176;114;618;135;4.029;1.231;777;1.372;6.003;1.488;18.899;6;0;0;34.977;0;0;0;0;0;0;0;0;0;0;0;0;3;60;32;0;6;4;3;45;23;92;2;0;107;701;931;1.268;489;10.140;4.284;2.179;2.788;9.890;2.895;56.342;27;16;0;92.327
;10:15,01 a 20,00;0;25;10;0;1;2;0;13;4;25;0;0;35;446;411;380;172;2.538;1.349;827;642;609;819;20.338;5;3;0;28.654;0;8;0;0;0;0;1;11;4;17;0;0;13;115;30;340;65;1.414;729;355;484;863;750;10.621;2;1;0;15.823;0;0;0;0;0;0;0;0;0;0;0;0;0;33;10;0;1;2;1;24;8;42;0;0;48;561;441;720;237;3.952;2.078;1.182;1.126;1.472;1.569;30.959;7;4;0;44.477
;11:Mais de 20,00;3;44;12;0;3;3;0;14;2;28;0;0;43;371;435;644;289;6.744;2.278;1.181;713;652;391;19.071;27;13;0;32.961;1;8;1;1;0;0;0;8;2;13;2;0;13;97;45;559;78;4.424;1.253;403;413;1.069;358;8.806;4;2;0;17.560;0;0;0;0;0;0;0;0;0;0;0;0;4;52;13;1;3;3;0;22;4;41;2;0;56;468;480;1.203;367;11.168;3.531;1.584;1.126;1.721;749;27.877;31;15;0;50.521
;{ñ class};15;235;349;168;42;31;302;219;219;138;51;4;1.497;246;6.250;10.063;1.674;3.221;14.442;4.442;8.127;1.253;1.876;554;708;16;0;56.142;6;34;34;18;16;5;56;91;157;53;131;4;1.563;110;704;8.246;755;2.984;9.712;1.670;7.615;2.893;3.324;195;151;0;0;40.527;0;0;0;0;0;0;0;0;1;0;0;1;21;269;383;186;58;36;358;310;376;191;182;8;3.060;356;6.954;18.309;2.429;6.205;24.154;6.112;15.743;4.146;5.200;749;859;16;0;96.670
{ñ class};Total;196.093;325.500;557.663;473.043;139.878;359.072;311.558;187.537;175.598;580.333;266.113;147.408;1.153.055;204.459;1.390.548;3.064.233;906.290;170.154;1.871.511;1.598.996;995.125;289.262;439.471;1.765.217;1.408.755;19.597;851;18.997.320;30.580;49.443;97.169;99.095;69.534;73.183;93.791;70.190;79.266;241.175;409.096;148.933;670.453;45.188;141.390;2.725.761;412.279;235.831;1.425.435;374.977;1.411.835;1.101.458;867.622;3.207.787;294.103;1.052;34;14.376.660;4;2;1;6;1;4;6;1;10;2;0;37;226.673;374.943;654.832;572.142;209.412;432.255;405.349;257.727;254.864;821.510;675.210;296.341;1.823.514;249.647;1.531.939;5.789.998;1.318.569;405.985;3.296.952;1.973.974;2.406.970;1.390.722;1.307.093;4.973.004;1.702.858;20.649;885;33.374.017
;00:Até 0,50;891;1.370;2.734;2.444;561;973;1.273;687;766;2.236;1.616;1.299;9.227;1.081;9.716;26.829;7.287;439;15.902;10.175;15.298;2.110;10.286;2.785;8.025;26;6;136.042;783;729;1.711;965;469;522;892;547;581;2.013;2.033;1.498;9.589;1.101;3.198;29.800;5.958;973;18.998;6.843;23.011;6.681;14.296;5.507;5.160;4;0;143.862;0;0;0;0;0;0;0;0;0;0;0;0;1.674;2.099;4.445;3.409;1.030;1.495;2.165;1.234;1.347;4.249;3.649;2.797;18.816;2.182;12.914;56.629;13.245;1.412;34.900;17.018;38.309;8.791;24.582;8.292;13.185;30;6;279.904
;01:0,51 a 1,00;3.287;17.566;14.396;11.181;2.803;5.308;12.351;5.356;5.262;12.064;14.822;9.293;47.814;5.190;72.292;216.731;36.516;3.126;117.216;53.306;89.947;11.375;41.864;121.977;123.100;407;50;1.054.600;2.054;3.730;5.265;4.218;2.080;3.370;4.924;3.961;4.729;9.432;26.614;10.086;47.123;3.271;12.623;242.337;27.003;7.701;160.999;33.031;165.864;56.203;88.015;188.269;41.223;54;1;1.154.180;0;0;0;0;0;0;0;0;0;0;0;0;5.341;21.296;19.661;15.399;4.883;8.678;17.275;9.317;9.991;21.496;41.436;19.379;94.937;8.461;84.915;459.068;63.519;10.827;278.215;86.337;255.811;67.578;129.879;310.246;164.323;461;51;2.208.780
;02:1,01 a 1,50;18.482;89.192;77.674;48.878;18.540;22.252;85.351;30.032;32.323;81.141;96.157;78.748;278.024;33.658;302.803;1.193.854;238.854;11.073;519.345;299.416;354.384;70.693;86.279;376.454;446.709;2.374;139;4.892.829;4.716;14.835;21.509;16.974;17.481;10.354;32.878;19.771;27.382;56.584;218.247;98.998;260.910;13.425;48.062;1.275.827;141.329;31.153;568.701;133.004;678.894;333.972;253.264;679.801;130.314;201;3;5.088.589;0;0;0;0;0;0;0;0;0;0;0;0;23.198;104.027;99.183;65.852;36.021;32.606;118.229;49.803;59.705;137.725;314.404;177.746;538.934;47.083;350.865;2.469.681;380.183;42.226;1.088.046;432.420;1.033.278;404.665;339.543;1.056.255;577.023;2.575;142;9.981.418
